Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,Tkl_Tackles,TklW_Tackles,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty
Rafael Fernandes,POR,['Arouca'],"['DF', 'DF,FW']",13,879.0,0,0,0,14,10,0.0,90.74,0.0,0.0,0.0
Rafael Fernández,MEX,"['Querétaro', 'Tijuana']",['DF'],66,4389.0,1,0,0,121,75,0.04,80.58,0.0,0.0,0.0
Rafael Gonçalves,POR,['Strasbourg'],['MF'],3,175.0,0,0,0,6,5,0.0,88.0,0.0,0.0,0.0
Rafael Guerrero,MEX,['Cruz Azul'],['DF'],24,1319.0,0,0,0,25,18,0.0,84.13,0.0,0.0,0.0
Rafael Leão,POR,['Milan'],"['FW,MF', 'FW']",70,4955.0,24,17,0,24,17,0.15,72.25,0.0,0.0,0.0
Rafael Martins,BRA,['Casa Pia'],"['MF', 'FW']",28,1457.0,6,1,0,8,4,0.16,64.87,0.0,0.0,0.0
Rafael Pontelo,BRA,['Sporting CP'],['DF'],1,1.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Rafael Ramírez,MEX,['Necaxa'],['GK'],1,90.0,0,0,0,0,0,0.0,66.67,25.0,0.0,0.0
Rafael Ratão,BRA,['Toulouse'],"['FW,MF']",30,1851.0,5,4,0,52,36,0.16,73.75,0.0,0.0,0.0
Rafael Rodrigues,POR,['AVS Futebol'],"['DF,MF']",21,1033.0,1,0,0,30,15,0.17,65.21,0.0,0.0,0.0
Rafael Tolói,ITA,['Atalanta'],['DF'],50,3749.0,2,1,0,89,53,0.06,80.8,0.0,0.0,0.0
Rafał Gikiewicz,POL,['Augsburg'],['GK'],23,2070.0,0,0,0,2,2,0.0,73.44,68.38,21.74,66.67
Raffael Behounek,AUT,['Willem II'],['DF'],31,2777.0,2,1,0,33,18,0.29,84.84,0.0,0.0,0.0
Raffaele Di Gennaro,ITA,['Inter'],['GK'],1,23.0,0,0,0,0,0,0.0,88.24,100.0,0.0,0.0
Rafik Belghali,ALG,"['Hellas Verona', 'Mechelen']","['DF', 'DF,FW']",39,2209.0,2,2,0,49,34,0.06,79.28,0.0,0.0,0.0
Rafik Guitane,FRA,"['Braga', 'Reims', 'Estoril']","['MF,FW', 'FW,MF', 'FW']",69,4358.0,5,8,0,34,20,0.11,77.72,0.0,0.0,0.0
Rafik Messali,FRA,['Toulouse'],['MF'],1,16.0,0,0,0,1,1,0.0,66.67,0.0,0.0,0.0
Rafinha,POR,['Farense'],['MF'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Ragnar Ache,GER,['Köln'],"['FW,DF']",6,190.0,0,2,0,2,1,0.0,71.79,0.0,0.0,0.0
Ragnar Oratmangoen,IDN,"['Dender', 'Fortuna Sittard', 'Groningen']","['MF,FW', 'MF']",66,3003.0,1,2,0,63,40,0.02,82.62,0.0,0.0,0.0
Raheem Sterling,ENG,['Chelsea'],"['FW,MF']",59,3869.0,14,7,0,39,20,0.15,74.45,0.0,0.0,0.0
Rahim Bonkano,NIG,['Oviedo'],['DF'],7,560.0,0,0,0,11,6,0.0,79.35,0.0,0.0,0.0
Raimane Daou,COM,['Marseille'],"['DF,MF']",1,25.0,0,0,0,1,1,0.0,84.62,0.0,0.0,0.0
Raimonds Krollis,LVA,['Spezia'],"['FW,DF']",4,36.0,0,0,0,1,1,0.0,71.43,0.0,0.0,0.0
Rajiv van La Parra,NED,"['Beerschot', 'Almere City']","['MF,FW', 'FW,MF']",38,2266.0,2,1,0,32,19,0.04,65.61,0.0,0.0,0.0
Ralf Fährmann,GER,['Schalke 04'],['GK'],12,1025.0,0,0,0,1,0,0.0,68.78,78.18,41.67,0.0
Ralph Orquin,USA,['FC Juárez'],['DF'],43,3511.0,0,5,0,65,44,0.0,77.71,0.0,0.0,0.0
Rami Al Hajj,SWE,['Heerenveen'],"['MF,FW']",17,687.0,0,1,0,22,13,0.0,83.89,0.0,0.0,0.0
Rami Kaib,TUN,['Heerenveen'],"['DF,FW']",21,582.0,1,0,0,12,10,0.14,64.18,0.0,0.0,0.0
Ramiro Carrera,ARG,['Cruz Azul'],"['MF,FW']",10,270.0,0,0,0,7,4,0.0,71.13,0.0,0.0,0.0
Ramiro Franco,MEX,"['Mazatlán', 'Tijuana']",['DF'],22,1016.0,0,0,0,28,19,0.0,85.94,0.0,0.0,0.0
Ramiro Funes Mori,ARG,['Cruz Azul'],['DF'],24,2013.0,1,0,0,24,16,0.04,82.53,0.0,0.0,0.0
Ramiro Sordo,ARG,['Santos'],"['MF,FW', 'FW,MF']",39,2499.0,4,3,0,43,32,0.06,68.02,0.0,0.0,0.0
Ramiro Árciga,MEX,"['Mazatlán', 'Tijuana']","['MF,FW', 'FW,MF']",36,1620.0,0,3,0,59,34,0.0,70.06,0.0,0.0,0.0
Ramiz Zerrouki,ALG,"['Feyenoord', 'Twente']",['MF'],80,5284.0,2,6,0,159,95,0.04,84.68,0.0,0.0,0.0
Ramon Hendriks,NED,"['Vitesse', 'Utrecht', 'Stuttgart']",['DF'],40,3124.0,0,0,0,58,29,0.0,82.25,0.0,0.0,0.0
Ramon Lundqvist,SWE,['Groningen'],['MF'],13,341.0,0,0,0,5,2,0.0,65.69,0.0,0.0,0.0
Ramy Bensebaini,ALG,"['Gladbach', 'Dortmund']",['DF'],50,3964.0,6,1,2,71,42,0.11,81.52,0.0,0.0,0.0
Ramón Juárez,MEX,"['América', 'Atlético']",['DF'],57,3897.0,1,1,0,60,37,0.03,85.46,0.0,0.0,0.0
Ramón Martínez,ESP,['Sevilla'],['DF'],1,14.0,0,0,0,0,0,0.0,80.0,0.0,0.0,0.0
Ramón Pasquel,MEX,['FC Juárez'],['GK'],1,60.0,0,0,0,0,0,0.0,79.17,50.0,0.0,0.0
Ramón Terrats,ESP,"['Espanyol', 'Girona', 'Villarreal']","['MF', 'MF,DF']",48,1901.0,1,3,0,40,27,0.03,81.88,0.0,0.0,0.0
Randal Kolo Muani,FRA,"['Paris S-G', 'Eint Frankfurt']","['FW,MF', 'FW']",60,4052.0,22,16,2,24,18,0.22,67.21,0.0,0.0,0.0
Randy Nteka,ANG,"['Rayo Vallecano', 'Elche']","['FW,MF', 'FW']",42,1436.0,1,1,1,32,18,0.03,71.5,0.0,0.0,0.0
Rani Khedira,GER,['Union Berlin'],['MF'],58,4657.0,2,0,0,107,64,0.07,74.14,0.0,0.0,0.0
Ransford Königsdörffer,GHA,['Hamburger SV'],['FW'],5,388.0,0,0,0,0,0,0.0,73.24,0.0,0.0,0.0
Raoul Bellanova,ITA,"['Inter', 'Torino', 'Atalanta']",['DF'],60,3983.0,1,7,0,57,35,0.02,78.0,0.0,0.0,0.0
Raphael Framberger,GER,['Augsburg'],"['DF,FW']",3,176.0,0,0,0,10,6,0.0,51.56,0.0,0.0,0.0
Raphael Guzzo,POR,"['Vizela', 'Chaves']","['MF,FW', 'MF']",47,3540.0,4,3,0,76,39,0.09,80.68,0.0,0.0,0.0
Raphael Holzhauser,AUT,['OH Leuven'],"['FW,MF', 'MF']",16,703.0,1,4,1,4,2,0.07,71.01,0.0,0.0,0.0
Raphael Le Guen,FRA,['Brest'],['DF'],1,5.0,0,0,0,0,0,0.0,50.0,0.0,0.0,0.0
Raphael Onyedika,NGA,['Club Brugge'],['MF'],72,5225.0,1,2,0,145,88,0.02,88.72,0.0,0.0,0.0
Raphaël Eyongo,NED,['Excelsior'],"['FW,MF']",5,82.0,0,0,0,0,0,0.0,52.94,0.0,0.0,0.0
Raphaël Guerreiro,POR,"['Bayern Munich', 'Dortmund']","['MF,DF', 'DF,MF']",50,3533.0,7,12,0,56,37,0.13,84.07,0.0,0.0,0.0
Raphaël Varane,FRA,['Manchester Utd'],['DF'],46,3286.0,1,0,0,42,20,0.06,87.33,0.0,0.0,0.0
Raphinha,BRA,['Barcelona'],"['FW,MF', 'FW']",70,3821.0,16,18,1,48,27,0.1,73.85,0.0,0.0,0.0
Rareş Ilie,ROU,['Nice'],"['MF,FW']",4,148.0,0,0,0,3,3,0.0,78.33,0.0,0.0,0.0
Rareș-Cătălin Burnete,ROU,['Lecce'],['FW'],1,8.0,0,1,0,0,0,0.0,100.0,0.0,0.0,0.0
Rashaan Fernandes,NED,['Go Ahead Eag'],"['MF,FW', 'FW,MF']",25,754.0,0,1,0,17,9,0.0,71.7,0.0,0.0,0.0
Rasmus Carstensen,DEN,"['Köln', 'Genk']","['DF', 'DF,FW']",27,1709.0,0,1,0,50,23,0.0,72.32,0.0,0.0,0.0
Rasmus Højlund,DEN,"['Napoli', 'Manchester Utd', 'Atalanta']",['FW'],65,4213.0,20,4,0,15,10,0.21,74.23,0.0,0.0,0.0
Rasmus Kristensen,DEN,"['Roma', 'Eint Frankfurt', 'Leeds United']",['DF'],58,3884.0,4,2,0,105,60,0.16,74.48,0.0,0.0,0.0
Rasmus Nicolaisen,DEN,['Toulouse'],['DF'],73,6261.0,2,2,0,105,54,0.06,84.43,0.0,0.0,0.0
Rassoul Ndiaye,SEN,['Le Havre'],"['MF,FW', 'MF']",25,857.0,2,0,0,31,20,0.18,79.79,0.0,0.0,0.0
Raul Oprut,ROU,['Kortrijk'],['DF'],3,129.0,0,0,0,5,4,0.0,65.52,0.0,0.0,0.0
Raul Paula,GER,['NAC Breda'],"['FW,MF']",18,742.0,0,2,0,5,5,0.0,72.16,0.0,0.0,0.0
Raul Silva,BRA,['Farense'],['DF'],10,479.0,1,0,0,7,4,0.2,82.82,0.0,0.0,0.0
Rav van den Berg,NED,['Köln'],['DF'],2,160.0,0,0,0,1,0,0.0,89.71,0.0,0.0,0.0
Ravil Tagir,TUR,['Westerlo'],['DF'],47,2934.0,1,2,0,43,24,0.12,86.06,0.0,0.0,0.0
Ravy Tsouka,CGO,['Zulte Waregem'],"['DF,MF']",12,632.0,0,1,0,11,8,0.0,73.7,0.0,0.0,0.0
Rayan Aït-Nouri,ALG,"['Manchester City', 'Wolves']","['DF,MF', 'DF']",57,3607.0,3,1,0,113,70,0.08,83.64,0.0,0.0,0.0
Rayan Cherki,FRA,"['Manchester City', 'Lyon']","['MF,FW']",69,3662.0,6,12,0,46,24,0.05,77.55,0.0,0.0,0.0
Rayan Fofana,FRA,['Lens'],['FW'],6,325.0,2,0,0,4,2,0.12,68.52,0.0,0.0,0.0
Rayan Philippe,FRA,['Hamburger SV'],"['FW,MF']",5,234.0,1,0,0,11,7,0.12,72.0,0.0,0.0,0.0
Rayan Raveloson,MAD,['Auxerre'],"['DF,MF']",34,2431.0,2,1,0,38,23,0.07,81.15,0.0,0.0,0.0
Rayane Bounida,BEL,['Ajax'],['FW'],1,14.0,0,0,0,0,0,0.0,90.0,0.0,0.0,0.0
Raymond Asante,GHA,['Charleroi'],"['FW,MF']",4,67.0,0,0,0,1,0,0.0,67.86,0.0,0.0,0.0
Raymundo Fulgencio,MEX,"['Atlas', 'UANL']","['FW,MF', 'FW']",69,3936.0,4,10,0,44,30,0.06,73.42,0.0,0.0,0.0
Raymundo Rubio,MEX,['Cruz Azul'],"['DF,FW']",1,10.0,0,0,0,0,0,0.0,77.78,0.0,0.0,0.0
Rayvien Rosario,CUW,"[""Sparta R'dam""]","['FW,DF', 'FW']",7,47.0,0,0,0,3,3,0.0,73.08,0.0,0.0,0.0
Raz Meir,ISR,['RKC Waalwijk'],['DF'],4,56.0,0,0,0,2,2,0.0,80.43,0.0,0.0,0.0
Raz Shlomo,ISR,['OH Leuven'],"['MF,DF']",8,525.0,1,0,0,9,6,0.17,62.43,0.0,0.0,0.0
Razvan Sava,ROU,['Udinese'],['GK'],5,450.0,0,0,0,0,0,0.0,75.84,57.89,20.0,0.0
Raúl,ESP,['Osasuna'],"['FW,DF', 'FW']",43,1590.0,7,1,0,11,5,0.18,62.47,0.0,0.0,0.0
Raúl Albiol,ESP,['Villarreal'],['DF'],51,4150.0,0,1,0,50,31,0.0,87.39,0.0,0.0,0.0
Raúl Asencio,ESP,['Real Madrid'],['DF'],4,248.0,0,0,0,3,2,0.0,96.59,0.0,0.0,0.0
Raúl Blanco,ESP,['Casa Pia'],['FW'],5,250.0,1,0,0,3,2,0.17,86.96,0.0,0.0,0.0
Raúl Camacho,MEX,['Mazatlán'],"['FW,DF', 'FW,MF']",28,593.0,2,0,0,2,2,0.17,67.65,0.0,0.0,0.0
Raúl Castillo,MEX,['Puebla'],"['MF,FW', 'MF']",31,1552.0,1,3,0,29,18,0.02,77.46,0.0,0.0,0.0
Raúl Fernández,ESP,['Granada'],['GK'],4,280.0,0,0,0,0,0,0.0,64.49,41.18,0.0,
Raúl García,ESP,['Athletic Club'],"['FW,MF']",55,1387.0,3,3,0,21,14,0.05,60.96,0.0,0.0,0.0
Raúl Gudiño,MEX,['Necaxa'],['GK'],10,855.0,0,0,0,0,0,0.0,60.88,73.17,10.0,0.0
Raúl Guti,ESP,['Elche'],['MF'],28,1117.0,0,0,0,18,12,0.0,79.95,0.0,0.0,0.0
Raúl Jiménez,MEX,"['Fulham', 'Wolves']",['FW'],45,2385.0,8,1,0,30,20,0.12,69.13,0.0,0.0,0.0
Raúl López Gómez,MEX,"['Santos', 'Toluca']",['DF'],47,2602.0,0,1,0,57,39,0.0,78.82,0.0,0.0,0.0
Raúl Martínez,MEX,['Guadalajara'],['DF'],16,888.0,0,0,0,19,14,0.0,82.87,0.0,0.0,0.0
Raúl Parra,ESP,"['Cádiz', 'Estoril']",['DF'],19,877.0,1,0,0,12,7,0.5,79.75,0.0,0.0,0.0
Raúl Sandoval,MEX,"['Mazatlán', 'Necaxa', 'Querétaro']","['MF,DF', 'DF,MF', 'DF']",66,3186.0,2,1,0,42,19,0.06,65.22,0.0,0.0,0.0
Raúl Torrente,ESP,['Granada'],['DF'],17,1250.0,0,0,0,29,16,0.0,79.19,0.0,0.0,0.0
Raúl Torres Rodríguez,MEX,['Querétaro'],['DF'],6,171.0,1,0,0,3,1,1.0,88.3,0.0,0.0,0.0
Raúl de Tomás,ESP,['Rayo Vallecano'],['FW'],44,2077.0,5,2,2,12,7,0.06,75.18,0.0,0.0,0.0
Reda Belahyane,MAR,"['Hellas Verona', 'Lazio', 'Nice']",['MF'],10,429.0,0,1,0,16,12,0.0,89.22,0.0,0.0,0.0
Reda Khadra,GER,"['Le Havre', 'Reims']","['FW,MF']",31,1474.0,1,3,0,18,10,0.04,73.44,0.0,0.0,0.0
Reda Kharchouch,NED,['Excelsior'],['FW'],29,1234.0,2,1,0,13,10,0.07,63.77,0.0,0.0,0.0
Redouan El Yaakoubi,NED,"['RKC Waalwijk', 'Excelsior']","['DF,MF', 'DF']",67,5591.0,3,3,0,102,70,0.07,76.27,0.0,0.0,0.0
Reece Burke,ENG,['Luton Town'],['DF'],22,1660.0,0,4,0,37,23,0.0,76.08,0.0,0.0,0.0
Reece James,ENG,['Chelsea'],"['DF,MF', 'DF']",32,1998.0,1,4,0,50,32,0.04,83.94,0.0,0.0,0.0
Reece Oxford,ENG,['Augsburg'],['DF'],3,94.0,0,0,0,1,1,0.0,53.85,0.0,0.0,0.0
Regan Charles-Cook,GRN,['Eupen'],"['FW,DF', 'FW,MF']",57,3545.0,9,4,0,62,38,0.21,74.19,0.0,0.0,0.0
Reggie Cannon,USA,['Boavista'],['DF'],30,2313.0,0,0,0,46,29,0.0,85.48,0.0,0.0,0.0
Rein Van Helden,BEL,['Sint-Truiden'],['DF'],56,4818.0,1,1,0,130,78,0.03,85.64,0.0,0.0,0.0
Reinier,BRA,"['Girona', 'Frosinone']","['MF,FW']",40,1706.0,4,3,0,33,20,0.17,79.51,0.0,0.0,0.0
Reinildo Mandava,MOZ,"['Sunderland', 'Atlético Madrid']",['DF'],43,2980.0,2,1,0,107,71,0.17,85.39,0.0,0.0,0.0
Reiss Nelson,ENG,['Arsenal'],['FW'],26,480.0,3,2,0,13,7,0.19,86.36,0.0,0.0,0.0
Remco Balk,NED,['Cambuur'],"['FW,MF']",30,1185.0,1,0,0,28,16,0.05,63.27,0.0,0.0,0.0
Remi Matthews,ENG,['Crystal Palace'],['GK'],1,4.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Remi Oudin,FRA,['Lecce'],"['MF,FW', 'FW,MF']",62,3140.0,6,2,0,51,27,0.08,62.07,0.0,0.0,0.0
Remko Pasveer,NED,['Ajax'],['GK'],39,3510.0,0,1,0,1,1,0.0,79.65,71.22,38.46,0.0
Remo Freuler,SUI,"[""Nott'ham Forest"", 'Bologna']",['MF'],64,5134.0,1,1,0,137,83,0.04,86.6,0.0,0.0,0.0
Renan Lodi,BRA,"['Marseille', ""Nott'ham Forest""]",['DF'],42,3449.0,0,1,0,76,55,0.0,71.51,0.0,0.0,0.0
Renato Ibarra,ECU,['Tijuana'],"['FW,MF']",14,588.0,2,1,0,8,7,0.07,63.88,0.0,0.0,0.0
Renato Nhaga,GNB,['Casa Pia'],['MF'],3,98.0,0,0,0,1,1,0.0,84.78,0.0,0.0,0.0
Renato Pantalon,CRO,"['Rio Ave', 'Estrela']",['DF'],62,4536.0,2,0,0,77,41,0.17,83.7,0.0,0.0,0.0
Renato Sanches,POR,"['Paris S-G', 'Roma', 'Benfica']",['MF'],40,1064.0,3,0,0,12,4,0.19,89.74,0.0,0.0,0.0
Renato Tapia,PER,['Celta Vigo'],"['MF,DF']",49,2788.0,0,0,0,88,54,0.0,80.47,0.0,0.0,0.0
Renato Veiga,POR,"['Augsburg', 'Villarreal']",['DF'],19,984.0,0,0,0,9,6,0.0,75.1,0.0,0.0,0.0
Renaud Emond,BEL,"['Standard Liège', 'Eupen']",['FW'],21,1096.0,4,0,0,7,4,0.15,61.98,0.0,0.0,0.0
Renaud Ripart,FRA,['Troyes'],"['FW,MF']",26,1320.0,4,1,0,40,23,0.1,67.74,0.0,0.0,0.0
Rene Santos,BRA,['Marítimo'],"['DF,MF']",14,1091.0,1,1,0,25,17,0.14,85.04,0.0,0.0,0.0
René López,MEX,['Pachuca'],['DF'],9,552.0,0,0,0,18,12,0.0,66.31,0.0,0.0,0.0
Reuven Niemeijer,NED,['RKC Waalwijk'],"['MF,FW', 'MF,DF']",38,1831.0,2,2,0,17,11,0.05,67.4,0.0,0.0,0.0
Rhian Brewster,ENG,['Sheffield Utd'],"['FW,MF']",13,346.0,0,0,0,5,1,0.0,68.42,0.0,0.0,0.0
Rhys Healey,WAL,['Toulouse'],['FW'],4,64.0,2,0,0,0,0,0.4,53.33,0.0,0.0,0.0
Rhys Norrington-Davies,WAL,['Sheffield Utd'],['DF'],5,110.0,0,0,0,1,1,0.0,71.64,0.0,0.0,0.0
Rhys Youlley,AUS,['Westerlo'],"['FW,MF']",4,47.0,0,0,0,5,3,0.0,72.73,0.0,0.0,0.0
Riad Nouri,FRA,['Ajaccio'],"['MF,FW']",33,1693.0,1,1,0,21,12,0.06,67.78,0.0,0.0,0.0
Ricard Artero,ESP,['Girona'],"['MF,FW']",7,133.0,0,0,0,3,3,0.0,78.72,0.0,0.0,0.0
Ricard Sánchez,ESP,['Granada'],['DF'],33,2295.0,3,0,0,29,18,0.21,75.16,0.0,0.0,0.0
Ricardinho,POR,['Santa Clara'],"['FW,MF']",53,3049.0,7,3,0,42,30,0.15,71.16,0.0,0.0,0.0
Ricardo Batista,POR,['Casa Pia'],['GK'],63,5665.0,0,0,0,1,0,0.0,66.13,71.58,33.33,25.0
Ricardo Chávez Soto,MEX,"['Monterrey', 'Atlético']","['DF,MF', 'DF']",95,7575.0,4,10,0,226,131,0.06,77.61,0.0,0.0,0.0
Ricardo Esgaio,POR,['Sporting CP'],"['MF,DF', 'DF,MF', 'DF']",62,3040.0,1,7,0,88,57,0.06,79.11,0.0,0.0,0.0
Ricardo Guimarães,MOZ,['Chaves'],['MF'],51,3217.0,0,1,0,84,48,0.0,82.33,0.0,0.0,0.0
Ricardo Gutiérrez,MEX,['Mazatlán'],['GK'],21,1682.0,0,0,0,0,0,0.0,76.29,71.65,4.76,0.0
Ricardo Horta,POR,['Braga'],"['MF,FW', 'FW,MF']",92,7784.0,33,17,1,99,54,0.16,80.47,0.0,0.0,0.0
Ricardo Jiménez,MEX,['Necaxa'],['MF'],1,1.0,0,0,0,0,0,0.0,50.0,0.0,0.0,0.0
Ricardo Mangas,POR,"['Boavista', 'Vitória']","['MF,FW', 'MF,DF', 'FW']",54,4098.0,5,4,0,43,26,0.09,72.51,0.0,0.0,0.0
Ricardo Marín,MEX,"['Puebla', 'Guadalajara']","['FW,MF', 'FW']",57,3702.0,13,2,0,48,23,0.14,64.44,0.0,0.0,0.0
Ricardo Matos,POR,['Portimonense'],"['FW,MF']",15,295.0,1,0,0,2,2,0.11,69.81,0.0,0.0,0.0
Ricardo Monreal,MEX,['Necaxa'],"['FW,MF']",81,3565.0,8,13,0,58,38,0.1,69.53,0.0,0.0,0.0
Ricardo Pepi,USA,"['Augsburg', 'PSV Eindhoven', 'Groningen']","['FW,MF', 'FW']",78,3725.0,30,7,2,48,26,0.24,76.96,0.0,0.0,0.0
Ricardo Pereira,POR,['Leicester City'],"['DF,MF']",10,454.0,1,1,0,11,7,0.5,78.26,0.0,0.0,0.0
Ricardo Rentería,MEX,['Monterrey'],['FW'],1,11.0,0,0,0,0,0,0.0,100.0,0.0,0.0,0.0
Ricardo Rodríguez,SUI,"['Torino', 'Betis']",['DF'],74,5732.0,1,2,0,100,59,0.05,82.89,0.0,0.0,0.0
Ricardo Velho,POR,['Farense'],['GK'],60,5400.0,0,0,0,0,0,0.0,59.57,72.64,21.67,7.69
Ricardo Visus,ESP,"['Betis', 'Almere City']",['DF'],27,2128.0,1,0,0,29,23,0.09,78.95,0.0,0.0,0.0
Riccardo Calafiori,ITA,"['Bologna', 'Arsenal']",['DF'],36,2799.0,3,7,0,55,37,0.1,88.46,0.0,0.0,0.0
Riccardo Marchizza,ITA,"['Sassuolo', 'Frosinone']",['DF'],23,1431.0,0,5,0,9,8,0.0,75.78,0.0,0.0,0.0
Riccardo Orsolini,ITA,['Bologna'],"['FW,MF', 'FW']",70,4320.0,24,6,7,60,38,0.15,64.54,0.0,0.0,0.0
Riccardo Pagano,ITA,['Roma'],"['MF,DF']",4,51.0,0,0,0,2,2,0.0,86.96,0.0,0.0,0.0
Riccardo Saponara,ITA,"['Hellas Verona', 'Fiorentina']","['FW,MF', 'FW']",41,1550.0,4,3,0,13,6,0.1,71.6,0.0,0.0,0.0
Riccardo Sottil,ITA,"['Lecce', 'Fiorentina']",['FW'],44,2114.0,2,6,0,14,8,0.04,79.06,0.0,0.0,0.0
Riccieli,BRA,['Famalicão'],['DF'],62,4948.0,1,1,0,67,43,0.04,86.3,0.0,0.0,0.0
Richairo Živković,CUW,['Emmen'],['FW'],32,2407.0,5,0,0,41,30,0.1,69.72,0.0,0.0,0.0
Richard Sánchez,PAR,['América'],['MF'],74,4449.0,6,7,0,92,51,0.1,87.92,0.0,0.0,0.0
Richard van der Venne,NED,['RKC Waalwijk'],"['MF,FW']",17,734.0,4,1,0,8,6,0.18,68.36,0.0,0.0,0.0
Richarlison,BRA,['Tottenham'],"['MF,FW', 'FW']",61,2938.0,15,8,0,40,30,0.15,68.06,0.0,0.0,0.0
Richie Omorowa,SWE,['Excelsior'],['FW'],22,514.0,2,2,0,7,4,0.18,66.92,0.0,0.0,0.0
Richie Sagrado,BEL,['OH Leuven'],"['DF,MF', 'DF']",27,1781.0,2,1,0,37,25,0.13,77.27,0.0,0.0,0.0
Richonell Margaret,SUR,['RKC Waalwijk'],"['FW,MF', 'FW']",58,3351.0,9,8,1,67,33,0.14,73.06,0.0,0.0,0.0
Richy Ledezma,USA,['PSV Eindhoven'],"['MF', 'DF']",32,1848.0,1,1,0,29,20,0.06,89.51,0.0,0.0,0.0
Rick Karsdorp,NED,"['Roma', 'PSV Eindhoven']",['DF'],43,2580.0,0,4,0,63,43,0.0,82.02,0.0,0.0,0.0
Rick Meissen,NED,"[""Sparta R'dam""]",['DF'],45,1692.0,0,0,0,22,12,0.0,85.73,0.0,0.0,0.0
Ricky van Wolfswinkel,NED,['Twente'],"['FW,MF', 'FW']",92,6020.0,33,8,6,83,57,0.2,68.56,0.0,0.0,0.0
Rico Henry,ENG,['Brentford'],['DF'],48,3811.0,0,3,0,68,40,0.0,72.78,0.0,0.0,0.0
Rico Lewis,ENG,['Manchester City'],"['DF,MF', 'DF']",34,1881.0,2,1,0,29,17,0.18,91.09,0.0,0.0,0.0
Ridgeciano Haps,SUR,['Genoa'],['DF'],16,773.0,0,1,0,7,6,0.0,72.85,0.0,0.0,0.0
Ridle Baku,GER,"['RB Leipzig', 'Wolfsburg']","['DF,MF', 'DF', 'DF,FW']",71,5031.0,6,4,0,101,54,0.09,77.66,0.0,0.0,0.0
Ridwane M'Barki,BEL,['Dender'],"['DF,MF']",7,148.0,0,0,0,3,2,0.0,59.68,0.0,0.0,0.0
Riechedly Bazoer,CUW,['AZ Alkmaar'],"['MF', 'MF,DF', 'DF']",47,2766.0,0,1,0,29,25,0.0,87.93,0.0,0.0,0.0
Rihito Yamamoto,JPN,['Sint-Truiden'],"['MF,FW', 'MF']",46,1679.0,0,1,0,34,19,0.0,80.5,0.0,0.0,0.0
Rikelmi,BRA,['RWDM'],"['MF,FW']",8,271.0,0,0,0,4,3,0.0,86.11,0.0,0.0,0.0
Rildo,BRA,"['Portimonense', 'Santa Clara']","['FW,MF']",34,1331.0,3,2,0,24,12,0.09,66.8,0.0,0.0,0.0
Ringo Meerveld,NED,['Willem II'],"['MF,FW']",33,2900.0,4,2,0,22,12,0.13,86.54,0.0,0.0,0.0
Rio Ngumoha,ENG,['Liverpool'],"['FW,MF']",3,12.0,1,0,0,1,1,1.0,88.89,0.0,0.0,0.0
Ritchie De Laet,BEL,['Antwerp'],['DF'],45,3046.0,1,4,0,55,31,0.04,80.99,0.0,0.0,0.0
Ritsu Doan,JPN,"['Freiburg', 'Eint Frankfurt']","['MF,FW', 'FW,MF', 'DF,MF']",68,5079.0,14,9,0,116,58,0.13,70.75,0.0,0.0,0.0
Rivaldo,0,['Farense'],"['DF,MF']",7,451.0,0,1,0,15,9,0.0,66.8,0.0,0.0,0.0
Riyad Idrissi,ITA,['Cagliari'],['DF'],3,38.0,0,0,0,0,0,0.0,80.0,0.0,0.0,0.0
Riyad Mahrez,ALG,['Manchester City'],"['FW,MF']",30,1920.0,5,10,1,30,14,0.12,82.16,0.0,0.0,0.0
Ro-Zangelo Daal,NED,['AZ Alkmaar'],['FW'],3,71.0,0,0,0,4,3,0.0,87.1,0.0,0.0,0.0
Roan Wilson,CRC,['Gil Vicente FC'],"['MF', 'MF,DF']",14,239.0,1,0,0,13,6,0.33,92.31,0.0,0.0,0.0
Rob Holding,ENG,['Arsenal'],['DF'],14,566.0,1,0,0,8,5,0.2,86.43,0.0,0.0,0.0
Rob Nizet,BEL,['Willem II'],['DF'],21,955.0,0,0,0,29,19,0.0,80.43,0.0,0.0,0.0
Rob Schoofs,BEL,['Mechelen'],['MF'],83,7168.0,16,14,0,133,59,0.1,79.77,0.0,0.0,0.0
Robbe Decostere,BEL,['Cercle Brugge'],"['DF,MF', 'DF']",15,779.0,0,0,0,9,4,0.0,57.4,0.0,0.0,0.0
Robbie D'Haese,BEL,['Oostende'],"['MF,DF']",19,1184.0,1,0,0,32,18,0.09,68.47,0.0,0.0,0.0
Robbin Ruiter,NED,['Cambuur'],['GK'],16,1440.0,0,0,0,0,0,0.0,66.76,64.65,18.75,0.0
Robbin Weijenberg,NED,['Go Ahead Eag'],"['MF,DF']",18,310.0,0,0,0,17,11,0.0,83.98,0.0,0.0,0.0
Robert Andrich,GER,['Leverkusen'],"['MF', 'MF,DF']",61,4379.0,6,4,0,96,60,0.11,86.9,0.0,0.0,0.0
